Timestamp,Electricity Usage (kW),Water Consumption (Liters),Traffic Density (Vehicles/Min),Waste Level (%),Zone,Event/Anomaly
2025-05-02 00:31:33.039055,312.25,10873.88,84,79.33,Zone D,Maintenance
2025-05-02 01:31:33.039055,274.65,12381.29,86,42.35,Zone C,Heavy Rain
2025-05-02 02:31:33.039055,276.45,11899.11,59,30.53,Zone C,
2025-05-02 03:31:33.039055,311.6,7030.2,20,88.38,Zone A,Maintenance
2025-05-02 04:31:33.039055,227.6,4892.16,37,33.22,Zone C,
2025-05-02 05:31:33.039055,229.63,11868.64,79,88.34,Zone C,
2025-05-02 06:31:33.039055,264.08,7266.24,50,59.26,Zone D,Maintenance
2025-05-02 07:31:33.039055,289.33,9550.47,25,52.52,Zone C,Power Outage
2025-05-02 08:31:33.039055,315.55,7659.77,77,92.26,Zone A,
2025-05-02 09:31:33.039055,373.77,6396.04,57,68.31,Zone A,Power Outage
2025-05-02 10:31:33.039055,342.88,11082.93,65,66.13,Zone C,Festival
2025-05-02 11:31:33.039055,292.0,11518.31,73,64.7,Zone B,Heavy Rain
2025-05-02 12:31:33.039055,299.05,8846.98,68,49.69,Zone C,None
2025-05-02 13:31:33.039055,249.87,4817.92,99,82.85,Zone A,Heavy Rain
2025-05-02 14:31:33.039055,299.07,8907.51,71,40.22,Zone A,Heavy Rain
2025-05-02 15:31:33.039055,285.57,10783.61,85,95.11,Zone D,
2025-05-02 16:31:33.039055,316.14,7042.18,20,91.52,Zone C,Power Outage
2025-05-02 17:31:33.039055,258.64,10366.72,98,47.0,Zone C,Power Outage
2025-05-02 18:31:33.039055,325.97,9969.38,27,78.36,Zone D,Maintenance
2025-05-02 19:31:33.039055,376.64,11158.58,28,65.86,Zone A,None
2025-05-02 20:31:33.039055,294.56,10239.16,96,47.01,Zone D,Power Outage
2025-05-02 21:31:33.039055,320.09,8053.86,64,99.08,Zone B,Maintenance
2025-05-02 22:31:33.039055,334.51,12393.14,91,22.02,Zone C,None
2025-05-02 23:31:33.039055,279.94,9682.94,35,40.21,Zone A,Power Outage
2025-05-03 00:31:33.039055,311.2,9945.39,15,61.61,Zone D,Heavy Rain
2025-05-03 01:31:33.039055,300.63,8133.46,13,61.76,Zone A,Heavy Rain
2025-05-03 02:31:33.039055,304.88,9113.44,38,67.11,Zone B,None
2025-05-03 03:31:33.039055,261.35,8230.39,68,80.13,Zone C,None
2025-05-03 04:31:33.039055,301.23,9654.11,26,69.88,Zone D,Power Outage
2025-05-03 05:31:33.039055,324.9,13423.42,52,68.02,Zone A,Power Outage
2025-05-03 06:31:33.039055,372.56,7256.2,89,24.28,Zone C,None
2025-05-03 07:31:33.039055,347.96,6772.88,75,50.12,Zone C,
2025-05-03 08:31:33.039055,407.66,12942.34,43,38.56,Zone A,None
2025-05-03 09:31:33.039055,261.63,9581.35,17,41.23,Zone C,Maintenance
2025-05-03 10:31:33.039055,343.62,8661.85,22,64.35,Zone C,Maintenance
2025-05-03 11:31:33.039055,309.17,12079.81,17,35.96,Zone D,Maintenance
2025-05-03 12:31:33.039055,409.49,8788.77,74,43.52,Zone C,Heavy Rain
2025-05-03 13:31:33.039055,259.59,13652.02,52,38.97,Zone D,Heavy Rain
2025-05-03 14:31:33.039055,258.01,11355.85,48,95.88,Zone C,Maintenance
2025-05-03 15:31:33.039055,270.03,9024.18,90,95.57,Zone B,Maintenance
2025-05-03 16:31:33.039055,193.81,14314.62,68,68.8,Zone B,
2025-05-03 17:31:33.039055,273.71,8788.57,93,93.96,Zone D,None
2025-05-03 18:31:33.039055,262.04,11484.19,97,82.87,Zone D,Heavy Rain
2025-05-03 19:31:33.039055,307.52,10598.59,95,67.2,Zone B,Maintenance
2025-05-03 20:31:33.039055,317.09,12603.48,95,20.51,Zone C,
2025-05-03 21:31:33.039055,393.81,13123.02,53,81.8,Zone D,Festival
2025-05-03 22:31:33.039055,347.52,10064.01,18,76.2,Zone A,Power Outage
2025-05-03 23:31:33.039055,271.15,8493.16,46,69.22,Zone C,Maintenance
2025-05-04 00:31:33.039055,255.08,10919.94,83,80.83,Zone C,Heavy Rain
2025-05-04 01:31:33.039055,324.6,8644.57,45,61.03,Zone B,Maintenance
2025-05-04 02:31:33.039055,233.99,14026.77,37,76.33,Zone D,Festival
2025-05-04 03:31:33.039055,391.57,10273.07,51,94.81,Zone C,None
2025-05-04 04:31:33.039055,358.97,9269.36,52,50.06,Zone D,Heavy Rain
2025-05-04 05:31:33.039055,276.54,10369.36,94,76.65,Zone D,None
2025-05-04 06:31:33.039055,214.34,7305.75,97,58.06,Zone D,Power Outage
2025-05-04 07:31:33.039055,367.69,8056.77,51,73.95,Zone B,
2025-05-04 08:31:33.039055,294.27,12400.83,75,81.03,Zone D,None
2025-05-04 09:31:33.039055,361.89,8686.21,64,23.64,Zone B,Maintenance
2025-05-04 10:31:33.039055,220.28,7906.18,81,71.73,Zone A,
2025-05-04 11:31:33.039055,270.03,11073.31,57,38.14,Zone C,Festival
2025-05-04 12:31:33.039055,300.26,12371.41,31,73.6,Zone C,None
2025-05-04 13:31:33.039055,302.35,11437.91,36,57.47,Zone A,Festival
2025-05-04 14:31:33.039055,277.5,11992.1,76,81.88,Zone B,
2025-05-04 15:31:33.039055,331.14,8486.41,22,29.87,Zone C,Heavy Rain
2025-05-04 16:31:33.039055,246.62,7156.38,54,70.11,Zone B,Heavy Rain
2025-05-04 17:31:33.039055,292.88,13002.67,19,42.28,Zone B,Maintenance
2025-05-04 18:31:33.039055,306.01,9354.64,18,88.24,Zone B,Maintenance
2025-05-04 19:31:33.039055,325.72,9498.33,63,94.27,Zone A,Maintenance
2025-05-04 20:31:33.039055,335.58,12656.39,36,99.71,Zone A,Festival
2025-05-04 21:31:33.039055,243.77,11112.46,43,83.68,Zone B,Power Outage
2025-05-04 22:31:33.039055,223.29,10911.78,10,80.3,Zone D,Power Outage
2025-05-04 23:31:33.039055,363.88,14330.0,41,37.24,Zone A,Power Outage
2025-05-05 00:31:33.039055,316.62,8712.96,98,46.88,Zone D,Heavy Rain
2025-05-05 01:31:33.039055,262.58,11855.68,80,57.25,Zone D,Heavy Rain
2025-05-05 02:31:33.039055,377.56,10114.03,76,81.87,Zone B,Power Outage
2025-05-05 03:31:33.039055,305.78,10537.18,93,93.2,Zone D,
2025-05-05 04:31:33.039055,358.96,13056.94,29,35.13,Zone D,Maintenance
2025-05-05 05:31:33.039055,303.38,11015.67,44,93.79,Zone D,None
2025-05-05 06:31:33.039055,403.04,11076.59,99,75.65,Zone B,
2025-05-05 07:31:33.039055,387.77,12145.01,87,68.86,Zone B,
2025-05-05 08:31:33.039055,287.55,9270.09,26,35.99,Zone A,Power Outage
2025-05-05 09:31:33.039055,348.58,8321.58,27,24.44,Zone A,None
2025-05-05 10:31:33.039055,332.27,7910.38,54,65.48,Zone D,Power Outage
2025-05-05 11:31:33.039055,368.43,6067.29,93,72.12,Zone B,None
2025-05-05 12:31:33.039055,251.75,14112.41,62,36.86,Zone B,Maintenance
2025-05-05 13:31:33.039055,334.3,7793.58,91,64.52,Zone D,
2025-05-05 14:31:33.039055,352.92,9557.49,77,88.52,Zone A,Heavy Rain
2025-05-05 15:31:33.039055,212.06,9446.37,74,86.81,Zone B,Power Outage
2025-05-05 16:31:33.039055,240.84,10614.81,10,94.19,Zone A,Power Outage
2025-05-05 17:31:33.039055,198.04,11631.47,67,49.27,Zone D,
2025-05-05 18:31:33.039055,286.53,11720.95,35,45.44,Zone B,
2025-05-05 19:31:33.039055,335.88,8833.85,29,79.95,Zone D,Maintenance
2025-05-05 20:31:33.039055,375.12,9665.76,96,54.49,Zone C,Festival
2025-05-05 21:31:33.039055,303.7,10565.16,19,27.0,Zone D,Power Outage
2025-05-05 22:31:33.039055,381.43,9502.62,68,42.62,Zone D,None
2025-05-05 23:31:33.039055,230.99,13214.69,84,53.49,Zone D,Maintenance
2025-05-06 00:31:33.039055,214.83,10981.95,50,43.4,Zone B,
2025-05-06 01:31:33.039055,297.22,11469.76,14,46.58,Zone D,Festival
2025-05-06 02:31:33.039055,319.2,11325.76,74,43.5,Zone D,Power Outage
2025-05-06 03:31:33.039055,298.37,12346.95,26,23.32,Zone C,Power Outage
2025-05-06 04:31:33.039055,196.63,10362.04,31,70.97,Zone B,
2025-05-06 05:31:33.039055,295.54,7406.34,50,67.78,Zone C,
2025-05-06 06:31:33.039055,234.78,10799.38,77,72.27,Zone D,
2025-05-06 07:31:33.039055,333.48,8697.29,78,35.38,Zone B,Heavy Rain
2025-05-06 08:31:33.039055,318.33,8942.77,20,43.65,Zone C,Festival
2025-05-06 09:31:33.039055,253.01,11172.73,65,69.57,Zone D,Maintenance
2025-05-06 10:31:33.039055,274.31,12476.57,60,67.97,Zone A,
2025-05-06 11:31:33.039055,247.04,10042.54,30,60.51,Zone C,None
2025-05-06 12:31:33.039055,296.87,10617.67,85,48.03,Zone B,Power Outage
2025-05-06 13:31:33.039055,347.76,13404.43,35,93.03,Zone C,Maintenance
2025-05-06 14:31:33.039055,250.71,10481.51,28,47.18,Zone C,Heavy Rain
2025-05-06 15:31:33.039055,325.2,15203.37,69,56.45,Zone C,
2025-05-06 16:31:33.039055,273.49,11131.02,80,74.25,Zone A,Power Outage
2025-05-06 17:31:33.039055,260.36,6478.47,56,63.44,Zone B,Festival
2025-05-06 18:31:33.039055,294.65,11506.68,80,47.75,Zone B,
2025-05-06 19:31:33.039055,248.24,10762.32,35,54.85,Zone B,
2025-05-06 20:31:33.039055,272.32,12579.51,49,83.56,Zone D,
2025-05-06 21:31:33.039055,240.11,11346.36,14,42.25,Zone B,
2025-05-06 22:31:33.039055,398.24,9723.09,30,31.38,Zone B,Maintenance
2025-05-06 23:31:33.039055,301.76,7551.4,87,45.05,Zone A,None
2025-05-07 00:31:33.039055,265.01,9581.95,13,87.96,Zone D,
2025-05-07 01:31:33.039055,310.7,8298.96,32,27.12,Zone D,
2025-05-07 02:31:33.039055,294.38,8838.95,93,99.34,Zone C,Heavy Rain
2025-05-07 03:31:33.039055,288.95,11177.16,24,63.28,Zone D,Maintenance
2025-05-07 04:31:33.039055,330.71,13339.81,17,98.79,Zone D,Power Outage
2025-05-07 05:31:33.039055,337.88,10789.34,50,95.12,Zone A,None
2025-05-07 06:31:33.039055,273.47,7608.23,28,56.23,Zone B,Power Outage
2025-05-07 07:31:33.039055,271.21,10889.21,55,35.88,Zone D,Power Outage
2025-05-07 08:31:33.039055,286.25,12393.26,37,33.19,Zone D,Festival
2025-05-07 09:31:33.039055,184.9,8780.43,77,39.2,Zone A,Festival
2025-05-07 10:31:33.039055,224.24,9731.97,24,76.81,Zone D,Power Outage
2025-05-07 11:31:33.039055,368.34,10029.38,46,41.84,Zone D,Heavy Rain
2025-05-07 12:31:33.039055,382.25,8430.2,10,47.31,Zone A,Festival
2025-05-07 13:31:33.039055,287.55,11296.56,76,55.9,Zone C,Festival
2025-05-07 14:31:33.039055,328.83,9758.1,33,93.06,Zone C,Festival
2025-05-07 15:31:33.039055,315.56,10839.06,36,35.15,Zone D,Festival
2025-05-07 16:31:33.039055,453.94,8225.02,49,20.4,Zone D,None
2025-05-07 17:31:33.039055,355.98,9125.08,72,24.81,Zone B,Power Outage
2025-05-07 18:31:33.039055,293.6,11444.76,70,92.38,Zone D,None
2025-05-07 19:31:33.039055,252.22,9254.33,45,71.8,Zone B,Maintenance
2025-05-07 20:31:33.039055,219.68,13453.93,33,41.84,Zone C,Maintenance
2025-05-07 21:31:33.039055,310.17,9200.73,33,34.18,Zone D,
2025-05-07 22:31:33.039055,262.18,10449.37,13,43.54,Zone D,Maintenance
2025-05-07 23:31:33.039055,228.89,11865.18,76,29.18,Zone A,None
2025-05-08 00:31:33.039055,267.67,7163.27,43,95.32,Zone D,
2025-05-08 01:31:33.039055,245.92,6478.38,66,82.74,Zone C,Power Outage
2025-05-08 02:31:33.039055,384.36,6948.69,58,56.99,Zone D,Maintenance
2025-05-08 03:31:33.039055,344.08,12525.17,96,89.2,Zone B,Festival
2025-05-08 04:31:33.039055,299.6,8896.28,62,39.96,Zone D,Maintenance
2025-05-08 05:31:33.039055,374.0,15116.4,32,77.37,Zone B,Heavy Rain
2025-05-08 06:31:33.039055,303.87,8871.5,78,88.49,Zone A,Festival
2025-05-08 07:31:33.039055,256.94,10369.1,62,48.54,Zone D,Festival
2025-05-08 08:31:33.039055,376.16,13084.22,71,80.6,Zone A,Festival
2025-05-08 09:31:33.039055,326.95,14012.19,50,43.61,Zone A,
2025-05-08 10:31:33.039055,248.14,14123.01,66,43.91,Zone D,Maintenance
2025-05-08 11:31:33.039055,290.48,12416.73,69,28.56,Zone B,Festival
2025-05-08 12:31:33.039055,256.22,12048.13,63,55.2,Zone D,
2025-05-08 13:31:33.039055,230.86,11185.05,79,78.38,Zone B,Heavy Rain
2025-05-08 14:31:33.039055,346.31,11556.72,66,95.22,Zone A,None
2025-05-08 15:31:33.039055,395.47,8897.63,19,68.3,Zone C,Heavy Rain
2025-05-08 16:31:33.039055,230.07,8363.6,49,89.05,Zone D,Power Outage
2025-05-08 17:31:33.039055,328.15,9993.25,16,85.8,Zone C,
2025-05-08 18:31:33.039055,267.47,9659.63,47,33.87,Zone B,
2025-05-08 19:31:33.039055,275.64,9093.54,94,58.87,Zone D,Festival
2025-05-08 20:31:33.039055,270.38,11392.77,70,29.35,Zone C,Heavy Rain
2025-05-08 21:31:33.039055,256.8,11910.61,93,74.57,Zone C,Maintenance
2025-05-08 22:31:33.039055,302.43,10176.81,12,95.99,Zone D,Power Outage
2025-05-08 23:31:33.039055,258.45,12955.06,60,30.97,Zone C,
2025-05-09 00:31:33.039055,313.52,7716.62,95,78.71,Zone D,Heavy Rain
2025-05-09 01:31:33.039055,297.49,9612.68,56,70.58,Zone C,Festival
2025-05-09 02:31:33.039055,288.05,8566.36,77,66.69,Zone A,Maintenance
2025-05-09 03:31:33.039055,254.62,6266.93,85,51.21,Zone D,Festival
2025-05-09 04:31:33.039055,271.16,9834.64,47,48.41,Zone A,Power Outage
2025-05-09 05:31:33.039055,337.77,9756.5,45,23.62,Zone A,Heavy Rain
2025-05-09 06:31:33.039055,325.05,13026.9,50,37.43,Zone C,Festival
2025-05-09 07:31:33.039055,251.12,11261.62,78,21.21,Zone B,Power Outage
2025-05-09 08:31:33.039055,304.97,7951.63,22,66.51,Zone A,
2025-05-09 09:31:33.039055,337.57,13708.19,96,28.47,Zone A,Maintenance
2025-05-09 10:31:33.039055,216.53,12442.07,67,89.84,Zone A,Heavy Rain
2025-05-09 11:31:33.039055,327.17,11164.2,59,61.85,Zone B,Heavy Rain
2025-05-09 12:31:33.039055,266.87,9547.03,39,75.98,Zone B,Power Outage
2025-05-09 13:31:33.039055,328.53,8081.12,71,52.87,Zone A,Heavy Rain
2025-05-09 14:31:33.039055,261.84,9255.59,34,64.85,Zone B,Maintenance
2025-05-09 15:31:33.039055,209.76,12177.5,36,95.41,Zone B,Maintenance
2025-05-09 16:31:33.039055,218.62,13769.17,60,26.62,Zone B,Heavy Rain
2025-05-09 17:31:33.039055,302.4,13086.49,87,40.32,Zone D,Festival
2025-05-09 18:31:33.039055,312.99,9022.3,66,82.4,Zone A,Festival
2025-05-09 19:31:33.039055,254.78,7760.77,56,27.9,Zone B,Maintenance
2025-05-09 20:31:33.039055,331.93,10281.77,48,26.05,Zone D,Festival
2025-05-09 21:31:33.039055,216.92,6463.12,25,48.92,Zone C,Power Outage
2025-05-09 22:31:33.039055,296.7,10646.34,31,27.37,Zone C,None
2025-05-09 23:31:33.039055,239.45,9704.79,94,66.81,Zone B,
2025-05-10 00:31:33.039055,267.41,9067.93,63,38.1,Zone A,Heavy Rain
2025-05-10 01:31:33.039055,302.37,6810.59,30,91.66,Zone B,Power Outage
2025-05-10 02:31:33.039055,256.98,11027.2,81,82.68,Zone C,Maintenance
2025-05-10 03:31:33.039055,280.77,8934.6,25,75.98,Zone A,None
2025-05-10 04:31:33.039055,350.31,7660.17,68,69.36,Zone A,
2025-05-10 05:31:33.039055,271.16,4255.48,40,89.08,Zone C,Maintenance
2025-05-10 06:31:33.039055,341.78,9944.97,51,37.84,Zone D,None
2025-05-10 07:31:33.039055,243.51,13544.5,83,89.85,Zone D,Power Outage
2025-05-10 08:31:33.039055,326.49,13322.52,41,83.16,Zone B,None
2025-05-10 09:31:33.039055,372.08,9085.81,68,79.85,Zone A,Festival
2025-05-10 10:31:33.039055,176.42,8795.58,43,64.9,Zone B,Power Outage
2025-05-10 11:31:33.039055,260.16,10937.55,18,39.7,Zone A,Heavy Rain
2025-05-10 12:31:33.039055,328.85,8003.23,90,53.88,Zone C,Maintenance
2025-05-10 13:31:33.039055,289.85,10603.58,20,83.49,Zone A,Festival
2025-05-10 14:31:33.039055,318.56,11532.16,19,22.54,Zone A,Heavy Rain
2025-05-10 15:31:33.039055,269.8,12453.87,95,82.56,Zone C,None
2025-05-10 16:31:33.039055,304.33,9799.69,26,39.21,Zone D,Festival
2025-05-10 17:31:33.039055,292.22,9592.65,77,31.54,Zone C,Heavy Rain
2025-05-10 18:31:33.039055,358.39,8244.03,57,29.26,Zone A,Power Outage
2025-05-10 19:31:33.039055,312.72,8346.24,61,22.18,Zone C,None
2025-05-10 20:31:33.039055,316.88,9547.04,34,61.89,Zone A,Heavy Rain
2025-05-10 21:31:33.039055,279.41,10734.73,30,37.46,Zone D,None
2025-05-10 22:31:33.039055,275.62,11827.17,74,99.15,Zone D,Heavy Rain
2025-05-10 23:31:33.039055,278.37,8393.64,72,65.95,Zone A,Maintenance
2025-05-11 00:31:33.039055,319.72,12985.38,98,31.03,Zone D,Power Outage
2025-05-11 01:31:33.039055,278.95,9457.75,60,75.1,Zone C,Festival
2025-05-11 02:31:33.039055,314.49,9957.27,45,91.82,Zone D,Heavy Rain
2025-05-11 03:31:33.039055,403.77,8505.58,90,79.61,Zone B,None
2025-05-11 04:31:33.039055,343.56,5151.52,97,26.12,Zone D,Power Outage
2025-05-11 05:31:33.039055,283.7,11768.09,75,91.67,Zone B,Festival
2025-05-11 06:31:33.039055,360.06,11473.69,24,83.51,Zone C,None
2025-05-11 07:31:33.039055,279.6,9437.34,48,32.66,Zone D,Power Outage
2025-05-11 08:31:33.039055,198.09,10133.98,79,24.14,Zone D,None
2025-05-11 09:31:33.039055,249.6,11031.88,10,64.58,Zone D,
2025-05-11 10:31:33.039055,206.46,6874.91,32,32.48,Zone C,
2025-05-11 11:31:33.039055,282.42,8941.89,48,86.77,Zone C,Power Outage
2025-05-11 12:31:33.039055,300.92,11588.53,66,48.67,Zone B,Festival
2025-05-11 13:31:33.039055,383.82,7491.42,90,93.03,Zone A,Festival
2025-05-11 14:31:33.039055,316.35,10587.12,43,65.26,Zone C,None
2025-05-11 15:31:33.039055,289.04,7286.84,50,34.61,Zone D,Power Outage
2025-05-11 16:31:33.039055,341.47,10932.86,82,31.17,Zone B,Heavy Rain
2025-05-11 17:31:33.039055,189.44,9928.72,22,66.12,Zone D,
2025-05-11 18:31:33.039055,311.78,6769.74,79,80.95,Zone D,Festival
2025-05-11 19:31:33.039055,338.54,12329.48,15,82.52,Zone C,
2025-05-11 20:31:33.039055,226.07,8530.82,93,42.06,Zone A,Heavy Rain
2025-05-11 21:31:33.039055,357.19,8379.5,61,36.34,Zone D,Heavy Rain
2025-05-11 22:31:33.039055,316.92,10401.14,12,21.34,Zone C,Maintenance
2025-05-11 23:31:33.039055,279.24,12297.27,90,74.34,Zone B,None
2025-05-12 00:31:33.039055,331.64,7968.36,72,26.13,Zone D,None
2025-05-12 01:31:33.039055,413.53,10123.36,58,53.66,Zone B,None
2025-05-12 02:31:33.039055,309.09,10857.63,85,68.13,Zone C,Power Outage
2025-05-12 03:31:33.039055,312.41,11386.21,56,94.97,Zone C,Festival
2025-05-12 04:31:33.039055,277.03,10352.88,64,44.94,Zone C,Festival
2025-05-12 05:31:33.039055,257.51,9265.94,73,39.98,Zone C,Maintenance
2025-05-12 06:31:33.039055,341.52,8344.82,74,72.33,Zone C,
2025-05-12 07:31:33.039055,257.2,10172.29,90,69.54,Zone A,Maintenance
2025-05-12 08:31:33.039055,303.58,7855.72,76,46.57,Zone B,Maintenance
2025-05-12 09:31:33.039055,276.12,4157.3,99,94.25,Zone A,Heavy Rain
2025-05-12 10:31:33.039055,323.95,10873.12,24,87.59,Zone B,None
2025-05-12 11:31:33.039055,316.68,11807.87,41,37.92,Zone D,Power Outage
2025-05-12 12:31:33.039055,351.88,5274.14,77,39.13,Zone D,Festival
2025-05-12 13:31:33.039055,274.5,7980.54,27,60.98,Zone B,Power Outage
2025-05-12 14:31:33.039055,286.51,11238.31,92,81.89,Zone D,None
2025-05-12 15:31:33.039055,251.06,14114.99,52,23.52,Zone D,None
2025-05-12 16:31:33.039055,277.79,10041.59,44,75.47,Zone D,Festival
2025-05-12 17:31:33.039055,318.87,8543.99,87,71.86,Zone A,Heavy Rain
2025-05-12 18:31:33.039055,337.85,9634.21,67,38.52,Zone A,
2025-05-12 19:31:33.039055,253.89,12749.75,42,74.51,Zone C,Maintenance
2025-05-12 20:31:33.039055,343.48,8708.07,23,95.21,Zone B,Heavy Rain
2025-05-12 21:31:33.039055,367.78,8401.62,43,23.74,Zone D,None
2025-05-12 22:31:33.039055,320.67,9034.51,70,45.57,Zone B,None
2025-05-12 23:31:33.039055,393.84,8093.34,13,55.05,Zone C,Heavy Rain
2025-05-13 00:31:33.039055,261.31,10245.34,97,91.94,Zone C,Maintenance
2025-05-13 01:31:33.039055,237.77,13249.36,68,96.98,Zone D,Maintenance
2025-05-13 02:31:33.039055,211.06,10646.16,38,55.53,Zone C,None
2025-05-13 03:31:33.039055,374.8,9495.29,92,80.0,Zone D,
2025-05-13 04:31:33.039055,332.72,9416.38,15,62.53,Zone C,Maintenance
2025-05-13 05:31:33.039055,297.22,6873.62,58,63.02,Zone C,Maintenance
2025-05-13 06:31:33.039055,314.0,11766.22,49,42.25,Zone D,Festival
2025-05-13 07:31:33.039055,243.73,9844.33,92,37.36,Zone C,
2025-05-13 08:31:33.039055,422.29,9639.04,74,43.04,Zone C,Festival
2025-05-13 09:31:33.039055,306.46,16386.22,78,64.51,Zone C,Power Outage
2025-05-13 10:31:33.039055,305.47,10597.51,36,22.33,Zone B,Heavy Rain
2025-05-13 11:31:33.039055,336.29,8496.42,89,92.58,Zone A,None
2025-05-13 12:31:33.039055,324.05,9147.28,15,32.5,Zone B,Maintenance
2025-05-13 13:31:33.039055,311.19,12296.89,22,37.61,Zone C,Power Outage
2025-05-13 14:31:33.039055,260.48,10226.54,73,61.46,Zone A,Festival
2025-05-13 15:31:33.039055,323.57,7123.44,71,76.81,Zone B,Maintenance
2025-05-13 16:31:33.039055,394.1,11838.46,28,27.66,Zone B,Heavy Rain
2025-05-13 17:31:33.039055,367.27,8663.71,85,45.42,Zone B,Festival
2025-05-13 18:31:33.039055,379.66,13746.6,89,97.49,Zone D,
2025-05-13 19:31:33.039055,274.44,12160.1,52,40.99,Zone C,
2025-05-13 20:31:33.039055,250.52,9105.36,83,45.04,Zone C,None
2025-05-13 21:31:33.039055,293.71,12562.03,98,86.92,Zone A,Maintenance
2025-05-13 22:31:33.039055,302.79,10135.71,29,24.02,Zone B,Power Outage
2025-05-13 23:31:33.039055,354.71,11705.55,77,57.17,Zone C,None
2025-05-14 00:31:33.039055,215.38,10969.47,53,50.37,Zone B,Maintenance
2025-05-14 01:31:33.039055,376.48,8307.29,32,45.33,Zone C,Maintenance
2025-05-14 02:31:33.039055,292.1,8712.9,11,42.86,Zone B,Maintenance
2025-05-14 03:31:33.039055,278.66,12059.92,31,27.31,Zone C,Maintenance
2025-05-14 04:31:33.039055,249.39,9330.45,66,45.19,Zone A,Maintenance
2025-05-14 05:31:33.039055,217.26,9192.7,81,23.44,Zone B,None
2025-05-14 06:31:33.039055,341.16,8089.75,16,82.48,Zone C,Heavy Rain
2025-05-14 07:31:33.039055,303.67,10847.2,87,51.86,Zone A,Heavy Rain
2025-05-14 08:31:33.039055,235.5,14125.05,65,55.51,Zone A,None
2025-05-14 09:31:33.039055,235.25,7864.93,76,91.49,Zone C,
2025-05-14 10:31:33.039055,283.21,10048.44,25,72.64,Zone B,Heavy Rain
2025-05-14 11:31:33.039055,383.45,12824.44,92,20.64,Zone D,Power Outage
2025-05-14 12:31:33.039055,287.02,9840.72,60,95.45,Zone A,Power Outage
2025-05-14 13:31:33.039055,224.84,10904.74,91,38.97,Zone A,
2025-05-14 14:31:33.039055,287.71,7875.21,89,28.61,Zone C,None
2025-05-14 15:31:33.039055,286.36,10856.61,81,81.45,Zone D,Power Outage
2025-05-14 16:31:33.039055,165.16,9625.71,21,60.04,Zone D,None
2025-05-14 17:31:33.039055,297.29,11971.46,62,54.7,Zone D,Power Outage
2025-05-14 18:31:33.039055,288.45,12374.77,84,39.96,Zone C,Festival
2025-05-14 19:31:33.039055,334.81,15179.13,14,63.8,Zone B,
2025-05-14 20:31:33.039055,392.45,11159.27,36,41.95,Zone A,
2025-05-14 21:31:33.039055,356.33,10651.59,21,92.13,Zone C,
2025-05-14 22:31:33.039055,286.56,10388.77,26,37.22,Zone D,None
2025-05-14 23:31:33.039055,244.67,9293.67,15,90.75,Zone A,Maintenance
2025-05-15 00:31:33.039055,428.67,10676.97,14,64.75,Zone A,
2025-05-15 01:31:33.039055,302.96,9409.2,66,86.28,Zone D,Power Outage
2025-05-15 02:31:33.039055,300.7,10336.92,37,77.03,Zone D,Festival
2025-05-15 03:31:33.039055,298.79,12635.2,87,75.74,Zone A,None
2025-05-15 04:31:33.039055,309.9,7986.91,78,45.95,Zone A,Power Outage
2025-05-15 05:31:33.039055,292.78,12279.76,68,38.71,Zone B,Maintenance
2025-05-15 06:31:33.039055,271.32,12634.23,42,36.87,Zone B,Power Outage
2025-05-15 07:31:33.039055,272.66,9763.86,71,88.58,Zone C,
2025-05-15 08:31:33.039055,298.36,5756.29,59,85.63,Zone A,Festival
2025-05-15 09:31:33.039055,272.83,8784.36,28,55.25,Zone B,
2025-05-15 10:31:33.039055,264.36,12593.99,95,30.59,Zone A,Heavy Rain
2025-05-15 11:31:33.039055,305.32,9954.26,78,50.58,Zone D,
2025-05-15 12:31:33.039055,287.25,8001.4,75,69.55,Zone B,Heavy Rain
2025-05-15 13:31:33.039055,375.2,8990.45,56,56.35,Zone D,
2025-05-15 14:31:33.039055,167.45,11681.24,48,82.42,Zone D,Festival
2025-05-15 15:31:33.039055,354.58,11093.47,77,99.81,Zone D,Festival
2025-05-15 16:31:33.039055,362.3,9522.14,42,35.29,Zone C,None
2025-05-15 17:31:33.039055,196.33,9266.35,22,56.77,Zone D,
2025-05-15 18:31:33.039055,282.87,9216.48,93,54.48,Zone C,Heavy Rain
2025-05-15 19:31:33.039055,281.43,8155.18,63,44.36,Zone A,None
2025-05-15 20:31:33.039055,229.62,13230.75,16,35.85,Zone A,Power Outage
2025-05-15 21:31:33.039055,261.11,9355.36,88,25.26,Zone B,Festival
2025-05-15 22:31:33.039055,244.47,12434.32,96,90.97,Zone B,None
2025-05-15 23:31:33.039055,387.61,13042.63,23,53.59,Zone C,Festival
2025-05-16 00:31:33.039055,346.78,11996.62,96,59.75,Zone A,None
2025-05-16 01:31:33.039055,363.58,9136.76,28,93.36,Zone B,Power Outage
2025-05-16 02:31:33.039055,336.08,10807.46,63,82.1,Zone B,Power Outage
2025-05-16 03:31:33.039055,243.55,9951.61,29,30.44,Zone B,Maintenance
2025-05-16 04:31:33.039055,273.77,8192.6,38,65.23,Zone A,Heavy Rain
2025-05-16 05:31:33.039055,324.47,10648.72,33,55.38,Zone B,Maintenance
2025-05-16 06:31:33.039055,238.89,7641.92,91,83.78,Zone A,Heavy Rain
2025-05-16 07:31:33.039055,335.65,12375.36,72,77.94,Zone D,Power Outage
